message,label
results of history will be declared on sunday,important
win a discount coupon click here,spam
project submission due date is thursday at 5:00 pm,important
professor cancelled biology class on sunday,important
good morning everyone,casual
professor cancelled biology class on sunday,important
assignment due on thursday at 2:00 pm,important
who wants to grab lunch on sunday,casual
claim your gift card now,spam
assignment due on sunday at 11:59 pm,important
results of math will be declared on today,important
check out this new meme,casual
project submission deadline is today at 10:30 am,important
you have been selected for a discount coupon,spam
buy 1 get 1 free gift card currently,spam
lab report for english must be uploaded by thursday,important
assignment submission cutoff is sunday at 8:00 am,important
party tonight at 11:59 pm,casual
professor cancelled physics class on thursday,important
project submission deadline is friday at midnight,important
results of history will be declared on tomorrow,important
check out this new meme,casual
good morning everyone,casual
who wants to grab lunch on tomorrow,casual
party tonight at midnight,casual
results of biology will be declared on saturday,important
project submission deadline is as of now at 5:00 pm,important
movie night on sunday at 8:00 am,casual
earn 5000 per week with lottery prize,spam
claim your gift card now,spam
congratulations you won a job offer,spam
claim your crypto investment instantly,spam
who wants to grab lunch on tuesday,casual
you have been selected for a free iphone,spam
movie night on thursday at 8:00 am,casual
check out this new meme,casual
lets play chess after class,casual
check out this new meme,casual
earn 5000 per week with crypto investment,spam
lab report for biology must be uploaded by tomorrow,important
lets play chess after class,casual
movie night on tomorrow at 2:00 pm,casual
buy 1 get 1 free job offer today,spam
results of physics will be declared on saturday,important
earn 5000 per week with gift card,spam
win a gift card click here,spam
check out this new meme,casual
party tonight at 11:59 pm,casual
lab report for computer science must be uploaded by tuesday,important
project submission deadline is this day at 5:00 pm,important
check out this new meme,casual
congratulations you won a job offer,spam
claim your gift card now,spam
claim your job offer now,spam
lab report for biology must be uploaded by monday,important
party tonight at midnight,casual
biology exam scheduled on tuesday at 11:59 pm,important
congratulations you won a discount coupon,spam
movie night on friday at 11:59 pm,casual
congratulations you won a crypto investment,spam
results of math will be declared on tomorrow,important
good morning everyone,casual
check out this new meme,casual
project submission submission time is monday at 2:00 pm,important
good morning everyone,casual
win a gift card click here,spam
results of biology will be declared on tomorrow,important
movie night on saturday at midnight,casual
professor cancelled english class on tuesday,important
check out this new meme,casual
professor cancelled biology class on tomorrow,important
lets play chess after class,casual
lab report for physics must be uploaded by saturday,important
who wants to grab lunch on tuesday,casual
win a job offer click here,spam
project submission deadline is tuesday at midnight,important
assignment due on friday at 10:30 am,important
professor cancelled biology class on sunday,important
results of physics will be declared on saturday,important
party tonight at 2:00 pm,casual
party tonight at 2:00 pm,casual
assignment submission deadline is sunday at 8:00 am,important
congratulations you won a discount coupon,spam
project submission cutoff is friday at midnight,important
party tonight at 8:00 am,casual
movie night on wednesday at 11:59 pm,casual
check out this new meme,casual
lets play volleyball after class,casual
lets play cricket after class,casual
assignment submission deadline is friday at midnight,important
claim your gift card now,spam
congratulations you won a discount coupon,spam
buy 1 get 1 free free iphone today,spam
results of physics will be declared on saturday,important
congratulations you won a gift card,spam
results of math will be declared on tomorrow,important
win a gift card click here,spam
results of chemistry will be declared on friday,important
party tonight at 11:59 pm,casual
movie night on sunday at 10:30 am,casual
you have been selected for a discount coupon,spam
you have been selected for a complimentary iphone,spam
claim your crypto investment now,spam
professor cancelled math class on thursday,important
buy 1 get 1 free crypto investment today,spam
movie night on saturday at 2:00 pm,casual
claim your free iphone now,spam
good morning everyone,casual
earn 5000 per week with job offer,spam
congratulations you won a crypto investment,spam
party tonight at midnight,casual
lets play chess after class,casual
professor cancelled biology class on sunday,important
movie night on wednesday at 11:59 pm,casual
congratulations you won a crypto investment,spam
history exam scheduled on saturday at 5:00 pm,important
professor cancelled physics class on friday,important
buy 1 get 1 free crypto investment today,spam
congratulations you won a discount coupon,spam
win a discount coupon click here,spam
earn 5000 per week with lottery prize,spam
who wants to grab lunch on tuesday,casual
check out this new meme,casual
party tonight at 2:00 pm,casual
who wants to grab lunch on friday,casual
party tonight at 5:00 pm,casual
claim your job offer now,spam
claim your lottery prize instantly,spam
project submission deadline is this day at 5:00 pm,important
history exam scheduled on saturday at 5:00 pm,important
lets play chess after class,casual
assignment due on today at 2:00 pm,important
results of history will be declared on tuesday,important
biology exam scheduled on thursday at 5:00 pm,important
buy 1 get 1 free complimentary iphone today,spam
check out this new meme,casual
claim your job offer now,spam
project submission deadline is sunday at 5:00 pm,important
who wants to grab lunch on saturday,casual
grab 1 get 1 free discount coupon currently,spam
work submission deadline is saturday at midnight,important
congratulations you won a discount coupon,spam
lab report for biology must be uploaded by thursday,important
check out this new meme,casual
project submission cutoff is friday at midnight,important
party tonight at 8:00 am,casual
good morning everyone,casual
computer science exam scheduled on wednesday at 8:00 am,important
results of biology will be declared on today,important
grab 1 get 1 free job offer today,spam
get 1 get 1 free crypto investment today,spam
good morning everyone,casual
movie night on thursday at 8:00 am,casual
lets play football after class,casual
lets play cricket after class,casual
check out this new meme,casual
english exam scheduled on monday at 8:00 am,important
congratulations you won a crypto investment,spam
assignment due on today at 2:00 pm,important
project submission deadline is saturday at midnight,important
lab report for english must be uploaded by monday,important
you have been selected for a crypto investment,spam
check out this new meme,casual
congratulations you won a gift card,spam
congratulations you won a gift card,spam
win a crypto investment click here,spam
good morning everyone,casual
claim your discount coupon now,spam
buy 1 get 1 complimentary crypto investment currently,spam
who wants to grab lunch on saturday,casual
win a lottery prize click here,spam
lets play football after class,casual
history exam scheduled on monday at 5:00 pm,important
lab report for biology must be uploaded by wednesday,important
you have been selected for a gratis iphone,spam
check out this new meme,casual
lab report for biology must be uploaded by tomorrow,important
project submission deadline is sunday at 8:00 am,important
congratulations you won a free iphone,spam
earn 5000 per week with gift card,spam
win a job offer click here,spam
history exam scheduled on today at 2:00 pm,important
purchase 1 get 1 free no-cost iphone today,spam
party tonight at 11:59 pm,casual
win a free iphone click here,spam
buy 1 get 1 free gift card today,spam
party tonight at 5:00 pm,casual
lab report for english must be uploaded by tuesday,important
history exam scheduled on saturday at 5:00 pm,important
party tonight at 8:00 am,casual
buy 1 get 1 free free iphone today,spam
lets play volleyball after class,casual
lab report for biology must be uploaded by saturday,important
party tonight at 11:59 pm,casual
claim your crypto investment immediately,spam
professor cancelled chemistry class on sunday,important
professor cancelled history class on wednesday,important
win a crypto investment click here,spam
congratulations you won a gift card,spam
results of biology will be declared on tomorrow,important
check out this new meme,casual
lets play chess after class,casual
professor cancelled english class on today,important
math exam scheduled on currently at 2:00 pm,important
claim your job offer now,spam
good morning everyone,casual
movie night on saturday at 5:00 pm,casual
buy 1 get 1 free lottery prize today,spam
movie night on monday at 2:00 pm,casual
lab report for biology must be uploaded by saturday,important
project submission deadline is wednesday at midnight,important
lab report for computer science must be uploaded by monday,important
movie night on saturday at 2:00 pm,casual
lab report for biology must be uploaded by monday,important
buy 1 get 1 free gift card today,spam
movie night on sunday at 8:00 am,casual
professor cancelled computer science class on saturday,important
buy 1 get 1 complimentary discount coupon as of now,spam
professor cancelled chemistry class on sunday,important
win a gift card click here,spam
you have been selected for a discount coupon,spam
